OperatingDay,IrsId,RemoteId,Line,Direction,StopLat,StopLon,IrsStopCode,ArrivalTime,Duration,ScheduledArrivalTime,ScheduledDepartureTime,IsTimingPoint,DepartureTime
2019-09-03,53-403--TL-24,26239,403,2,-37.801100,144.902161,48026,2019-09-03T01:05:26Z,90,,2019-09-03T01:06:00Z,True,2019-09-03T01:06:56Z
2019-09-03,53-403--TL-24,26239,403,2,-37.799484,144.955750,7587,2019-09-03T01:23:05Z,66,2019-09-03T01:21:00Z,2019-09-03T01:21:00Z,True,2019-09-03T01:24:12Z
2019-09-03,53-403--TL-24,26239,403,2,-37.802040,144.960358,51570,2019-09-03T01:26:45Z,0,2019-09-03T01:26:00Z,,True,2019-09-03T01:26:45Z
2019-09-03,53-403--TL-7,26239,403,1,-37.802040,144.960358,51570,2019-09-03T01:27:03Z,42,,2019-09-03T01:27:00Z,True,2019-09-03T01:27:45Z
2019-09-03,53-403--TL-7,26239,403,1,-37.801100,144.902161,48026,2019-09-03T01:41:51Z,0,2019-09-03T01:43:00Z,,True,2019-09-03T01:41:51Z
2019-09-03,53-403--TL-26,26239,403,2,-37.801100,144.902161,48026,2019-09-03T01:42:05Z,303,,2019-09-03T01:46:00Z,True,2019-09-03T01:47:08Z
2019-09-03,53-403--TL-26,26239,403,2,-37.799484,144.955750,7587,2019-09-03T02:01:49Z,57,2019-09-03T02:01:00Z,2019-09-03T02:01:00Z,True,2019-09-03T02:02:46Z
2019-09-03,53-403--TL-26,26239,403,2,-37.802040,144.960358,51570,2019-09-03T02:06:02Z,0,2019-09-03T02:06:00Z,,True,2019-09-03T02:06:02Z
2019-09-03,53-403--TL-9,26239,403,1,-37.802040,144.960358,51570,2019-09-03T02:06:22Z,76,,2019-09-03T02:07:00Z,True,2019-09-03T02:07:38Z
2019-09-03,53-403--TL-9,26239,403,1,-37.801100,144.902161,48026,2019-09-03T02:26:06Z,0,2019-09-03T02:23:00Z,,True,2019-09-03T02:26:06Z
2019-09-03,53-403--TL-28,26239,403,2,-37.801100,144.902161,48026,2019-09-03T02:34:04Z,90,,2019-09-03T02:35:00Z,True,2019-09-03T02:35:34Z
2019-09-03,53-403--TL-28,26239,403,2,-37.799484,144.955750,7587,2019-09-03T02:51:04Z,90,2019-09-03T02:50:00Z,2019-09-03T02:50:00Z,True,2019-09-03T02:52:35Z
2019-09-03,53-403--TL-28,26239,403,2,-37.802040,144.960358,51570,2019-09-03T02:56:39Z,0,2019-09-03T02:55:00Z,,True,2019-09-03T02:56:39Z
2019-09-03,53-403--TL-11,26239,403,1,-37.802040,144.960358,51570,2019-09-03T02:57:03Z,98,,2019-09-03T02:56:00Z,True,2019-09-03T02:58:41Z
2019-09-03,53-403--TL-11,26239,403,1,-37.801100,144.902161,48026,2019-09-03T03:14:04Z,0,2019-09-03T03:12:00Z,,True,2019-09-03T03:14:04Z
2019-09-03,53-403--TL-30,26239,403,2,-37.801100,144.902161,48026,2019-09-03T03:14:23Z,107,,2019-09-03T03:15:00Z,True,2019-09-03T03:16:10Z
2019-09-03,53-403--TL-30,26239,403,2,-37.799484,144.955750,7587,2019-09-03T03:34:16Z,109,2019-09-03T03:30:00Z,2019-09-03T03:30:00Z,True,2019-09-03T03:36:06Z
2019-09-03,53-403--TL-30,26239,403,2,-37.802040,144.960358,51570,2019-09-03T03:38:42Z,0,2019-09-03T03:35:00Z,,True,2019-09-03T03:38:42Z
2019-09-03,53-403--TL-13,26239,403,1,-37.802040,144.960358,51570,2019-09-03T03:39:02Z,71,,2019-09-03T03:36:00Z,True,2019-09-03T03:40:13Z
2019-09-03,53-403--TL-13,26239,403,1,-37.801100,144.902161,48026,2019-09-03T03:54:10Z,0,2019-09-03T03:52:00Z,,True,2019-09-03T03:54:10Z
2019-09-03,53-403--TL-32,26239,403,2,-37.801100,144.902161,48026,2019-09-03T03:54:22Z,48,,2019-09-03T03:53:00Z,True,2019-09-03T03:55:10Z
2019-09-03,53-403--TL-32,26239,403,2,-37.799484,144.955750,7587,2019-09-03T04:14:31Z,25,2019-09-03T04:08:00Z,2019-09-03T04:08:00Z,True,2019-09-03T04:14:57Z
2019-09-03,53-403--TL-32,26239,403,2,-37.802040,144.960358,51570,2019-09-03T04:16:52Z,0,2019-09-03T04:13:00Z,,True,2019-09-03T04:16:52Z
2019-09-03,53-403--TL-15,26239,403,1,-37.802040,144.960358,51570,2019-09-03T04:17:13Z,54,,2019-09-03T04:14:00Z,True,2019-09-03T04:18:07Z
2019-09-03,53-403--TL-15,26239,403,1,-37.801100,144.902161,48026,2019-09-03T04:33:22Z,0,2019-09-03T04:30:00Z,,True,2019-09-03T04:33:22Z
2019-09-03,53-403--TL-34,26239,403,2,-37.801100,144.902161,48026,2019-09-03T04:33:38Z,38,,2019-09-03T04:32:00Z,True,2019-09-03T04:34:16Z
2019-09-03,53-403--TL-34,26239,403,2,-37.799484,144.955750,7587,2019-09-03T04:49:59Z,52,2019-09-03T04:47:00Z,2019-09-03T04:47:00Z,True,2019-09-03T04:50:51Z
2019-09-03,53-403--TL-34,26239,403,2,-37.802040,144.960358,51570,2019-09-03T04:52:37Z,0,2019-09-03T04:52:00Z,,True,2019-09-03T04:52:37Z
